20230323	05:12:40	3ef35195-b789-4723-adb8-426f04007171	/new-page	GET
20230323	05:12:40	33cef181-1e96-441d-832f-ab1acde3222f	/css/style.css	GET
20230323	05:12:40	a52e7b00-7c4b-455f-a21c-2850df666dab	/img/Profile.png	GET
20230323	05:12:40	92723725-f5ba-41e9-ac80-bb030c83b2d7	/favicon.ico	GET
20230323	05:13:50	7e419c55-441d-49bb-a70a-e8a2b8bfff2f	/new-page	GET
20230323	05:14:17	ec091c11-2d7a-40db-8663-f6de3b288e2c	/new-page	GET
20230323	05:14:17	76c49e46-e4d9-4d69-85ef-1a2629bf66fe	/css/style.css	GET
20230323	05:14:17	3583af2e-fd20-4cc5-92f2-9d46ecd74663	/img/Profile.png	GET
20230323	05:14:40	22e650d1-11c7-47ff-b4f6-0ee02f4da0ac	/index	GET
20230323	05:14:40	7b949619-9eaa-4d2c-b1ee-0a1fa4572ae4	/css/style.css	GET
20230404	09:37:07	a158a165-e546-4c3e-b107-57b836571e63	POST	undefined	/auth
20230404	09:37:13	3149406e-1c62-4013-8c4e-f52c14d5d189	POST	undefined	/auth
20230404	09:37:29	e0cb32f3-b7f6-4899-86b6-df2eac0cc2a3	POST	undefined	/auth
20230404	09:37:44	ba20ea0e-bd11-42c7-96f9-425ea0654e93	GET	undefined	/employees
20230404	09:37:45	af215e6e-67fc-434d-b9ae-62cfe83c7d4c	GET	undefined	/employees
20230404	09:43:23	5da46d8b-1853-4875-8c42-398e2dfdf401	POST	undefined	/auth
20230404	09:43:33	0b3523fc-5a8c-4381-a340-2cb6c456b521	GET	undefined	/employees
20230404	09:43:36	50c40593-7b87-4da4-95b7-c9a5d1b3f785	GET	undefined	/employees
20230404	09:44:22	541e67be-6262-417e-8185-377b1695bb5b	GET	undefined	/employees
20230404	09:44:24	f5b5d5ce-fb29-465e-aced-3aa75fd00e06	GET	undefined	/employees
20230404	09:47:53	ace4395a-9c01-4121-b67d-9868203590f8	POST	undefined	/auth
20230404	09:48:02	05ac6489-159e-4c80-8bc5-0793796e7340	GET	undefined	/employees
20230404	11:12:50	4395f9b0-6e79-4c09-99ab-2b1162fae568	GET	undefined	/employees
20230404	11:13:00	9f2fbe26-4761-48c8-a515-645215c26b47	POST	undefined	/auth
20230404	11:13:14	9ad85927-6bd7-46bc-bcd9-5790d6309fb2	GET	undefined	/employees
20230404	11:30:00	b4ae3925-4c3d-40bc-9bbf-ad123897efe9	GET	undefined	/employees
20230404	11:38:57	85ce8aab-388d-4f69-9507-3b9dfb66f702	POST	undefined	/auth
20230404	11:39:06	03c7eadc-560b-4b71-8f89-49717156cfcc	GET	undefined	/employees
20230404	11:40:26	04d078bb-1366-42ed-8091-7b84767070bb	POST	undefined	/auth
20230404	11:40:33	1ecc33b1-17c0-4fdf-82ff-02748d50a33a	GET	undefined	/employees
20230404	11:40:37	1f351a2b-a876-4657-b6ac-cf5de09396f6	PUT	undefined	/employees
20230404	11:45:16	17ccf372-6c4e-4541-9f30-87212f57f0f4	POST	undefined	/auth
20230404	11:45:27	3385495a-e812-48ac-89f8-a3fb3192e61f	PUT	undefined	/employees
20230404	11:53:59	7c42231a-0872-47f6-b76d-ecd4f320216a	POST	undefined	/auth
20230404	11:54:16	6837db04-9b4a-4f80-b0da-534aff527562	POST	undefined	/employees
20230404	11:54:27	7c4e3bae-f9c0-486f-be3b-d0fb4cb11e99	DELETE	undefined	/employees
20230404	11:54:41	411252bc-2c5e-40cb-8d44-e4e381af4ff6	POST	undefined	/auth
20230404	11:54:54	909a8090-82b4-49d8-a733-91fb8359a658	POST	undefined	/employees
20230404	11:55:06	95efeac4-90a5-4e88-a2e4-ddc7f94ffd67	DELETE	undefined	/employees
